Web name,Team,Position,Cost,Total_Points,Points_per_Million,xGI_per90,Base_Form_Value,Tuned_Score
Raya,Arsenal,GKP,5.9,162,27.457627118644066,0.0013513513513513514,0.9694915254237287,1.4694915254237286
Martinez,Aston Villa,GKP,5.0,171,34.2,0.0008858267716535433,0.736,0.9157100393486481
Donnarumma,Man City,GKP,5.6,135,24.107142857142858,0.0,0.6142857142857143,0.859410485943706
Roefs,Sunderland,GKP,5.0,136,27.2,0.002,0.5359999999999999,0.7390870356365217
