Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,6.0,33.7,1.0,a,90,0,0,2,2,0,0,0.06,0.00,0.06,24.85,0,0,0,0,0,0,1,False,2,1,Man City,21.0,0.0,0.0,2.1,8,0,1,28089,150037,Newcastle (Away)
Arrizabalaga,GKP,Arsenal,4.0,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,224,330,Newcastle (Away)
Hein,GKP,Arsenal,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,0,57,Newcastle (Away)
Setford,GKP,Arsenal,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,73,291,Newcastle (Away)
Gabriel,DEF,Arsenal,7.1,42.7,2.0,a,90,0,0,0,2,3,5,1.67,2.00,3.67,18.37,0,0,0,0,1,0,1,False,2,1,Man City,22.6,0.2,5.0,2.8,2,0,0,58425,230140,Newcastle (Away)
Saliba,DEF,Arsenal,6.1,13.8,2.0,a,90,0,0,0,2,1,0,0.72,0.88,1.60,17.70,0,0,0,0,0,0,1,False,2,1,Man City,23.8,2.5,0.0,2.6,13,0,3,27928,69209,Newcastle (Away)
Calafiori,DEF,Arsenal,5.6,5.9,0.0,d,0,0,0,0,0,1,2,0.49,2.92,3.41,8.96,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,812,20855,Newcastle (Away)
J.Timber,DEF,Arsenal,6.2,21.4,0.0,d,0,0,0,0,0,3,6,1.53,4.71,6.24,17.45,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,3728,424791,Newcastle (Away)
Kiwior,DEF,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,0,6,Newcastle (Away)
Lewis-Skelly,DEF,Arsenal,5.0,1.4,0.5,a,0,0,0,0,0,0,0,0.08,0.10,0.18,6.45,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,527,716,Newcastle (Away)
White,DEF,Arsenal,5.1,0.5,1.0,a,16,0,0,0,0,0,1,0.51,0.45,0.96,7.31,0,0,0,0,0,0,0,False,2,1,Man City,1.6,3.4,0.0,0.5,3,0,1,1208,2162,Newcastle (Away)
Clarke,DEF,Arsenal,3.7,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,1573,665,Newcastle (Away)
Kacurri,DEF,Arsenal,3.9,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,0,14,Newcastle (Away)
Nichols,DEF,Arsenal,3.7,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,356,753,Newcastle (Away)
Saka,MID,Arsenal,9.8,7.1,0.0,i,0,0,0,0,0,6,8,5.75,6.99,12.74,14.36,0,0,0,0,0,0,0,False,2,1,Man City,0.0,0.0,0.0,0.0,0,0,0,686,68334,Newcastle (Away)
Ødegaard,MID,Arsenal,7.8,1.5,1.0,a,90,0,0,0,2,1,6,3.26,1.01,4.27,14.25,0,0,0,0,0,0,1,False,2,1,Man City,8.2,52.8,2.0,6.3,13,0,2,131,2205,Newcastle (Away)
Madueke,MID,Arsenal,6.8,0.8,1.0,a,45,0,0,0,1,2,1,2.14,1.03,3.17,11.03,0,0,0,0,0,0,1,False,2,1,Man City,6.2,4.7,4.0,1.5,5,0,1,542,8477,Newcastle (Away)
