Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,5.9,33.6,3.6,a,90,0,0,0,0,0,0,0.04,0.00,0.04,15.43,1,0,0,0,0,0,1,True,0.0,0.0,Liverpool,4.4,0.0,0.0,0.4,19,0,6,27025,204957,Nott'm Forest (Home)
Arrizabalaga,GKP,Arsenal,4.1,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,0.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,283,738,Nott'm Forest (Home)
Hein,GKP,Arsenal,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,0.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,262,Nott'm Forest (Home)
Setford,GKP,Arsenal,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,0.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,1208,1189,Nott'm Forest (Home)
Gabriel,DEF,Arsenal,6.8,33.7,6.2,a,90,0,0,0,0,3,2,0.76,1.56,2.32,8.95,1,0,0,0,0,0,1,True,0.0,0.0,Liverpool,21.8,7.3,12.0,4.1,25,0,6,813598,17204,Nott'm Forest (Home)
Saliba,DEF,Arsenal,6.0,11.9,3.6,a,90,0,0,0,0,0,0,0.44,0.29,0.73,10.61,1,0,0,0,0,0,1,True,0.0,0.0,Liverpool,13.8,19.3,0.0,3.3,28,1,7,34141,56674,Nott'm Forest (Home)
Calafiori,DEF,Arsenal,5.6,6.5,1.2,i,0,0,0,0,0,1,2,0.36,2.49,2.85,7.09,0,0,0,0,0,0,0,True,0.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,194,112667,Nott'm Forest (Home)
J.Timber,DEF,Arsenal,6.3,27.8,4.8,a,90,0,0,0,0,2,4,0.85,4.06,4.91,11.22,1,0,0,0,0,0,1,True,0.0,0.0,Liverpool,11.0,3.7,8.0,2.3,24,0,6,73112,245859,Nott'm Forest (Home)
Kiwior,DEF,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,0.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,15,Nott'm Forest (Home)
Lewis-Skelly,DEF,Arsenal,5.1,1.5,0.6,a,33,0,0,0,0,0,0,0.06,0.05,0.11,5.26,0,0,0,0,0,0,0,True,0.0,0.0,Liverpool,4.2,10.1,0.0,1.4,5,0,1,697,6420,Nott'm Forest (Home)
