Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,6.0,36.4,3.7,a,90,0,0,1,0,0,0,0.04,0.00,0.04,10.12,1,0,0,0,0,0,1,False,0.0,1.0,Everton,16.6,0.0,0.0,1.7,28,1,7,67109,90630,Brighton (Away)
Arrizabalaga,GKP,Arsenal,4.1,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,666,1165,Brighton (Away)
Hein,GKP,Arsenal,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,0,588,Brighton (Away)
Setford,GKP,Arsenal,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,2651,954,Brighton (Away)
Gabriel,DEF,Arsenal,6.2,12.7,0.0,d,0,0,0,0,0,1,2,0.69,0.82,1.51,6.17,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,2498,137189,Brighton (Away)
Saliba,DEF,Arsenal,5.9,11.0,1.7,a,90,0,0,0,0,0,0,0.28,0.29,0.57,5.30,1,0,0,0,0,0,1,False,0.0,1.0,Everton,17.0,1.4,0.0,1.8,27,0,6,85141,19081,Brighton (Away)
Calafiori,DEF,Arsenal,5.7,10.1,2.7,a,90,0,0,0,0,1,2,0.36,2.49,2.85,7.09,1,0,0,0,0,0,1,False,0.0,1.0,Everton,16.0,4.5,0.0,2.1,25,0,6,67726,52654,Brighton (Away)
J.Timber,DEF,Arsenal,6.5,33.3,3.2,a,90,0,0,0,0,2,3,0.81,3.76,4.57,8.76,1,0,0,0,0,0,1,False,0.0,1.0,Everton,9.0,13.3,23.0,4.5,26,0,6,124131,150665,Brighton (Away)
Kiwior,DEF,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,0,38,Brighton (Away)
Lewis-Skelly,DEF,Arsenal,5.1,1.7,0.5,a,0,0,0,0,0,0,0,0.05,0.05,0.10,2.50,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,3946,22526,Brighton (Away)
White,DEF,Arsenal,5.3,1.3,2.7,i,0,0,0,0,0,0,1,0.42,0.37,0.79,3.52,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,2346,150673,Brighton (Away)
Clarke,DEF,Arsenal,3.8,0.5,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,3814,1882,Brighton (Away)
Kacurri,DEF,Arsenal,3.9,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,0,253,Brighton (Away)
Nichols,DEF,Arsenal,3.8,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,691,554,Brighton (Away)
Saka,MID,Arsenal,10.3,22.4,5.5,a,90,0,0,0,0,4,4,3.73,4.21,7.94,7.26,1,0,0,0,0,0,1,False,0.0,1.0,Everton,16.0,19.9,32.0,6.8,17,0,3,193870,97255,Brighton (Away)
Ødegaard,MID,Arsenal,7.8,1.6,1.7,a,87,0,0,0,0,0,1,1.26,0.42,1.68,5.43,1,0,0,0,0,0,1,False,0.0,1.0,Everton,12.0,56.8,4.0,7.3,12,0,3,7577,14857,Brighton (Away)
Madueke,MID,Arsenal,6.8,0.8,1.0,a,0,0,0,0,0,0,0,0.97,0.47,1.44,3.44,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,8159,16033,Brighton (Away)
Martinelli,MID,Arsenal,6.8,0.9,1.0,a,10,0,0,0,0,1,0,0.14,1.29,1.43,3.84,0,0,0,0,1,0,0,False,0.0,1.0,Everton,0.0,0.7,8.0,0.9,-1,0,0,5352,8076,Brighton (Away)
Trossard,MID,Arsenal,6.9,0.9,3.7,a,79,0,0,0,0,4,3,1.48,2.92,4.40,4.45,1,0,0,0,0,0,1,False,0.0,1.0,Everton,2.0,10.0,8.0,2.0,6,0,3,21484,10940,Brighton (Away)
Rice,MID,Arsenal,7.1,23.2,5.3,a,90,0,1,0,0,2,6,3.42,1.82,5.24,9.32,1,0,0,0,0,0,1,False,0.0,1.0,Everton,24.0,29.8,3.0,5.7,32,3,11,194930,168327,Brighton (Away)
Merino,MID,Arsenal,6.0,3.5,5.0,a,2,0,0,0,0,3,3,0.88,2.14,3.02,4.81,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.1,0.0,0.0,2,0,1,45119,149364,Brighton (Away)
Fábio Vieira,MID,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,0,10,Brighton (Away)
Nørgaard,MID,Arsenal,5.2,0.1,0.0,a,0,0,0,0,0,0,0,0.00,0.05,0.05,0.05,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,301,467,Brighton (Away)
Nwaneri,MID,Arsenal,5.1,0.1,0.2,a,0,0,0,0,0,0,0,0.08,0.23,0.31,0.73,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,292,519,Brighton (Away)
Zubimendi,MID,Arsenal,5.2,2.2,1.8,a,90,0,0,0,0,2,1,1.12,0.73,1.85,9.28,1,0,0,0,0,0,1,False,0.0,1.0,Everton,8.8,7.4,10.0,2.6,13,0,3,11647,24453,Brighton (Away)
Kabia,MID,Arsenal,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,0,210,Brighton (Away)
Sambi,MID,Arsenal,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,0,69,Brighton (Away)
Havertz,FWD,Arsenal,7.3,0.3,0.0,i,0,0,0,0,0,0,0,0.01,0.00,0.01,0.82,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,101,336,Brighton (Away)
G.Jesus,FWD,Arsenal,6.4,0.2,0.3,a,25,0,0,0,0,0,0,0.02,0.14,0.16,0.12,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,4.3,8.0,1.2,0,0,1,10467,3015,Brighton (Away)
Eze,MID,Arsenal,7.6,15.8,4.2,a,0,0,0,0,0,4,3,1.41,2.54,3.95,6.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,70337,440734,Brighton (Away)
Mosquera,DEF,Arsenal,5.4,0.1,0.5,i,0,0,0,0,0,0,0,0.43,0.00,0.43,2.68,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,37,1831,Brighton (Away)
Gyökeres,FWD,Arsenal,8.8,10.3,1.5,a,64,1,0,0,0,5,0,0.84,5.40,6.24,6.39,1,0,0,0,1,0,1,False,0.0,1.0,Everton,31.2,10.6,33.0,7.5,17,0,5,12372,87007,Brighton (Away)
Dowman,MID,Arsenal,4.3,0.4,0.0,i,0,0,0,0,0,0,1,0.02,0.14,0.16,0.12,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,2262,6951,Brighton (Away)
Harriman-Annous,MID,Arsenal,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,83,77,Brighton (Away)
Hincapie,DEF,Arsenal,5.5,3.0,4.7,a,90,0,0,0,0,0,0,0.50,0.00,0.50,4.36,1,0,0,0,0,0,1,False,0.0,1.0,Everton,32.6,1.5,4.0,3.8,31,2,10,36534,28314,Brighton (Away)
Salmon,DEF,Arsenal,4.0,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,0.0,1.0,Everton,0.0,0.0,0.0,0.0,0,0,0,184,82,Brighton (Away)
Martinez,GKP,Aston Villa,5.0,3.1,2.8,a,90,0,0,5,1,0,0,0.03,0.00,0.03,15.92,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,29.2,0.0,0.0,2.9,18,0,3,3518,58916,Chelsea (Home)
M.Bizot,GKP,Aston Villa,4.2,0.4,0.3,a,0,0,0,0,0,0,0,0.00,0.00,0.00,7.34,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,1137,1405,Chelsea (Home)
Gauci,GKP,Aston Villa,4.0,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,301,Chelsea (Home)
Marschall,GKP,Aston Villa,4.0,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,26,Chelsea (Home)
Cash,DEF,Aston Villa,4.9,13.3,3.8,a,90,0,0,0,1,3,1,1.41,0.66,2.07,22.28,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,6.6,1.1,5.0,1.3,1,0,2,112904,106189,Chelsea (Home)
Digne,DEF,Aston Villa,4.5,1.8,1.8,a,15,0,0,0,0,0,3,1.48,0.36,1.84,13.62,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,4.8,0.3,0.0,0.5,4,0,1,7252,17678,Chelsea (Home)
Konsa,DEF,Aston Villa,4.4,7.7,2.7,a,90,0,0,0,1,0,0,0.22,0.31,0.53,21.73,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,14.0,0.4,0.0,1.4,8,0,2,21809,38679,Chelsea (Home)
Maatsen,DEF,Aston Villa,4.2,0.5,1.2,a,74,0,0,0,1,0,0,0.77,0.38,1.15,9.63,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,15.0,20.6,8.0,4.4,13,0,2,4013,2000,Chelsea (Home)
Mings,DEF,Aston Villa,4.3,0.6,0.0,i,0,0,0,0,0,0,0,0.09,0.33,0.42,8.78,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,51,2509,Chelsea (Home)
Pau,DEF,Aston Villa,4.3,0.4,2.3,i,0,0,0,0,0,0,1,0.22,0.22,0.44,14.19,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,436,13492,Chelsea (Home)
A.García,DEF,Aston Villa,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,660,796,Chelsea (Home)
Alex Moreno,DEF,Aston Villa,4.0,1.8,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,7586,Chelsea (Home)
Bogarde,DEF,Aston Villa,4.0,0.6,0.7,a,2,0,0,0,0,0,0,0.10,0.00,0.10,4.54,0,0,0,0,1,0,0,True,2.0,1.0,Man Utd,0.0,0.1,0.0,0.0,1,0,0,2479,2775,Chelsea (Home)
Sousa,DEF,Aston Villa,3.9,0.3,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,461,739,Chelsea (Home)
Yasin,DEF,Aston Villa,4.0,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,266,Chelsea (Home)
Rogers,MID,Aston Villa,7.2,16.2,9.3,a,90,2,0,0,1,7,3,1.58,2.31,3.89,23.17,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,71.6,1.8,59.0,13.2,49,3,15,510603,46743,Chelsea (Home)
Tielemans,MID,Aston Villa,5.9,0.7,2.7,a,90,0,0,0,1,0,2,1.16,0.67,1.83,13.50,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,13.4,24.8,1.0,3.9,14,0,2,10794,3011,Chelsea (Home)
Bailey,MID,Aston Villa,5.5,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,90,Chelsea (Home)
Buendía,MID,Aston Villa,5.3,0.4,1.8,a,6,0,0,0,0,4,2,0.88,1.56,2.44,8.14,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.2,0.1,0.0,0.0,4,0,1,6666,12307,Chelsea (Home)
Iling Jr,MID,Aston Villa,5.5,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,19,Chelsea (Home)
Malen,MID,Aston Villa,5.1,0.8,2.7,a,15,0,0,0,0,4,1,0.35,3.16,3.51,7.05,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,2.0,11.3,0.0,1.3,4,0,1,7660,14958,Chelsea (Home)
McGinn,MID,Aston Villa,5.4,0.7,3.3,a,83,0,1,0,1,1,2,1.74,1.16,2.90,19.55,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,26.0,35.8,19.0,8.1,14,0,5,8372,7262,Chelsea (Home)
Barkley,MID,Aston Villa,4.8,0.0,0.8,i,0,0,0,0,0,1,1,0.16,0.43,0.59,1.41,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,28,337,Chelsea (Home)
Barrenechea,MID,Aston Villa,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,1,Chelsea (Home)
Dobbin,MID,Aston Villa,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,18,Chelsea (Home)
Kamara,MID,Aston Villa,4.9,0.6,5.0,a,87,0,0,0,1,1,3,0.62,0.28,0.89,16.27,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,5.6,2.9,0.0,0.9,2,0,2,22310,8349,Chelsea (Home)
Onana,MID,Aston Villa,4.8,0.8,3.3,a,83,0,0,0,1,2,0,0.20,0.43,0.63,13.47,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,21.4,12.2,2.0,3.6,20,0,4,9992,5367,Chelsea (Home)
Broggio,MID,Aston Villa,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,1277,1355,Chelsea (Home)
Dendoncker,MID,Aston Villa,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,269,Chelsea (Home)
Jimoh-Aloba,MID,Aston Villa,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,295,262,Chelsea (Home)
Young,MID,Aston Villa,4.3,0.6,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,1.0,Man Utd,0.0,0.0,0.0,0.0,0,0,0,8264,3272,Chelsea (Home)
Watkins,FWD,Aston Villa,8.5,7.5,4.7,a,74,0,1,0,1,3,2,0.67,4.80,5.47,19.61,0,0,0,0,0,0,1,True,2.0,1.0,Man Utd,16.0,11.9,13.0,4.1,9,0,5,39310,49394,Chelsea (Home)
