Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,6.0,34.5,2.7,a,90,0,0,1,2,0,0,0.04,0.00,0.04,15.07,0,0,0,0,0,0,1,False,2,3,Bournemouth,7.2,0.0,0.0,0.7,3,0,1,40492,136889,Liverpool (Away)
Arrizabalaga,GKP,Arsenal,4.1,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,315,588,Liverpool (Away)
Hein,GKP,Arsenal,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,200,Liverpool (Away)
Setford,GKP,Arsenal,3.9,0.3,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,1222,1039,Liverpool (Away)
Gabriel,DEF,Arsenal,6.6,25.4,4.2,a,90,1,0,0,2,3,2,0.71,1.42,2.13,8.59,0,0,0,0,0,0,1,False,2,3,Bournemouth,55.4,1.5,19.0,7.6,16,0,9,1009482,8696,Liverpool (Away)
Saliba,DEF,Arsenal,5.9,11.7,2.2,a,90,0,0,0,2,0,0,0.29,0.29,0.58,10.25,0,0,0,0,0,0,1,False,2,3,Bournemouth,16.8,0.8,0.0,1.8,9,0,1,50735,39171,Liverpool (Away)
Calafiori,DEF,Arsenal,5.6,7.5,1.2,i,0,0,0,0,0,1,2,0.36,2.49,2.85,7.09,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,1330,173641,Liverpool (Away)
J.Timber,DEF,Arsenal,6.3,27.8,3.8,a,90,0,0,0,2,2,4,0.83,4.06,4.89,10.86,0,0,0,0,0,0,1,False,2,3,Bournemouth,31.6,22.3,4.0,5.8,8,0,3,137081,144173,Liverpool (Away)
Kiwior,DEF,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,10,Liverpool (Away)
Lewis-Skelly,DEF,Arsenal,5.1,1.6,0.7,a,0,0,0,0,0,0,0,0.06,0.05,0.11,5.04,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,1240,7123,Liverpool (Away)
White,DEF,Arsenal,5.1,0.6,0.5,a,0,0,0,0,0,0,1,0.43,0.37,0.80,5.52,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,926,7687,Liverpool (Away)
Clarke,DEF,Arsenal,3.8,0.5,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,699,1520,Liverpool (Away)
Kacurri,DEF,Arsenal,3.9,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,74,Liverpool (Away)
Nichols,DEF,Arsenal,3.8,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,141,365,Liverpool (Away)
Saka,MID,Arsenal,10.2,21.2,5.8,a,23,0,1,0,1,4,7,4.28,5.25,9.53,8.84,0,0,0,0,0,0,0,False,2,3,Bournemouth,21.0,36.0,9.0,6.6,19,0,4,129842,86725,Liverpool (Away)
Ødegaard,MID,Arsenal,7.8,2.4,4.7,a,79,0,1,0,2,1,3,2.09,0.87,2.96,10.37,0,0,0,0,0,0,1,False,2,3,Bournemouth,24.8,25.2,3.0,5.3,26,2,7,73400,8964,Liverpool (Away)
Madueke,MID,Arsenal,6.8,0.7,0.7,a,66,0,0,0,1,0,0,1.33,0.54,1.87,6.81,0,0,0,0,0,0,1,False,2,3,Bournemouth,10.2,12.6,16.0,3.9,8,0,2,925,4142,Liverpool (Away)
Martinelli,MID,Arsenal,6.8,0.8,1.3,a,66,0,1,0,1,1,1,0.17,1.97,2.14,5.21,0,0,0,0,0,0,1,False,2,3,Bournemouth,4.4,5.7,7.0,1.7,19,0,5,2317,3320,Liverpool (Away)
Trossard,MID,Arsenal,7.0,2.0,4.3,a,23,0,0,0,1,5,4,1.99,4.08,6.07,8.03,0,0,0,0,0,0,0,False,2,3,Bournemouth,8.4,0.5,5.0,1.4,2,0,1,161782,14540,Liverpool (Away)
Rice,MID,Arsenal,7.2,22.2,6.8,a,90,2,0,0,2,4,7,3.63,2.59,6.22,11.60,0,0,0,0,0,0,1,False,2,3,Bournemouth,81.2,15.9,24.0,12.1,58,3,17,28864,662316,Liverpool (Away)
Merino,MID,Arsenal,5.7,2.2,1.3,a,10,0,0,0,0,3,3,0.93,2.29,3.22,6.22,0,0,0,0,0,0,0,False,2,3,Bournemouth,5.8,0.7,12.0,1.9,6,0,1,8776,48556,Liverpool (Away)
Fábio Vieira,MID,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,5,Liverpool (Away)
Nørgaard,MID,Arsenal,5.1,0.1,0.2,a,0,0,0,0,0,0,0,0.00,0.05,0.05,2.16,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,179,192,Liverpool (Away)
Nwaneri,MID,Arsenal,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.08,0.23,0.31,0.73,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,218,248,Liverpool (Away)
Zubimendi,MID,Arsenal,5.2,2.3,3.2,a,90,0,0,0,2,3,1,1.34,1.87,3.21,14.23,0,0,0,0,1,0,1,False,2,3,Bournemouth,21.4,17.4,0.0,3.9,19,0,3,24237,6803,Liverpool (Away)
Kabia,MID,Arsenal,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,50,Liverpool (Away)
Sambi,MID,Arsenal,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,24,Liverpool (Away)
Havertz,FWD,Arsenal,7.3,0.3,0.0,a,0,0,0,0,0,0,0,0.01,0.00,0.01,0.82,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,811,215,Liverpool (Away)
G.Jesus,FWD,Arsenal,6.4,0.3,1.3,a,24,0,0,0,1,1,0,0.03,0.34,0.37,2.50,0,0,0,0,0,0,0,False,2,3,Bournemouth,9.4,0.0,19.0,2.8,4,0,1,13214,2611,Liverpool (Away)
Eze,MID,Arsenal,7.4,10.3,0.3,a,0,0,0,0,0,4,3,1.41,2.54,3.95,6.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,8393,176639,Liverpool (Away)
Mosquera,DEF,Arsenal,5.3,0.1,0.0,i,0,0,0,0,0,0,0,0.43,0.00,0.43,2.68,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,19,264,Liverpool (Away)
Gyökeres,FWD,Arsenal,8.8,9.6,2.3,a,65,0,0,0,1,5,0,0.86,6.27,7.13,8.97,0,0,0,0,0,0,1,False,2,3,Bournemouth,2.4,1.7,10.0,1.4,5,0,2,8470,30802,Liverpool (Away)
Dowman,MID,Arsenal,4.3,0.3,0.0,i,0,0,0,0,0,0,1,0.02,0.14,0.16,0.12,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,1032,2302,Liverpool (Away)
Harriman-Annous,MID,Arsenal,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,2,3,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,28,39,Liverpool (Away)
Hincapie,DEF,Arsenal,5.4,1.8,3.5,a,90,0,0,0,2,0,0,0.73,0.00,0.73,9.31,0,0,0,0,0,0,1,False,2,3,Bournemouth,10.8,15.6,4.0,3.0,5,0,1,11481,58060,Liverpool (Away)
