Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,5.9,34.4,5.0,a,90,0,0,2,0,0,0,0.05,0.00,0.05,16.82,1,0,0,0,0,0,1,True,3,0,Sunderland,21.6,10.1,0.0,3.2,30,1,7,129012,45421,Brentford (Home)
Arrizabalaga,GKP,Arsenal,4.1,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3,0,Sunderland,0.0,0.0,0.0,0.0,0,0,0,314,601,Brentford (Home)
Hein,GKP,Arsenal,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3,0,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,214,Brentford (Home)
Setford,GKP,Arsenal,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3,0,Sunderland,0.0,0.0,0.0,0.0,0,0,0,240,802,Brentford (Home)
Gabriel,DEF,Arsenal,7.1,41.6,5.8,a,90,0,0,0,0,3,2,0.84,1.72,2.56,10.34,1,0,0,0,0,0,1,True,3,0,Sunderland,17.2,1.7,0.0,1.9,28,0,6,276387,12373,Brentford (Home)
Saliba,DEF,Arsenal,6.1,13.7,5.5,a,90,0,0,0,0,0,0,0.59,0.38,0.97,12.00,1,0,0,0,1,0,1,True,3,0,Sunderland,20.4,6.4,0.0,2.7,28,0,7,117931,17896,Brentford (Home)
Calafiori,DEF,Arsenal,5.6,6.3,1.8,a,66,0,0,0,0,1,2,0.39,2.77,3.16,7.29,1,0,0,0,0,0,1,True,3,0,Sunderland,4.8,2.3,4.0,1.1,18,0,6,13700,10643,Brentford (Home)
J.Timber,DEF,Arsenal,6.4,29.9,4.2,a,90,0,0,0,0,2,4,1.11,4.30,5.41,12.61,1,0,0,0,0,0,1,True,3,0,Sunderland,11.6,3.2,2.0,1.7,24,0,6,235244,59158,Brentford (Home)
Kiwior,DEF,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3,0,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,20,Brentford (Home)
Lewis-Skelly,DEF,Arsenal,5.1,1.4,0.0,a,0,0,0,0,0,0,0,0.06,0.05,0.11,5.26,0,0,0,0,0,0,0,True,3,0,Sunderland,0.0,0.0,0.0,0.0,0,0,0,1063,3052,Brentford (Home)
