Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,6.0,36.6,3.0,a,90,0,0,1,1,0,0,0.04,0.00,0.04,9.92,0,0,0,0,0,0,1,True,2,1,Wolves,13.6,0.1,0.0,1.4,8,0,2,429199,57691,Everton (Home)
Arrizabalaga,GKP,Arsenal,4.1,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,811,2302,Everton (Home)
Hein,GKP,Arsenal,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,1348,Everton (Home)
Setford,GKP,Arsenal,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,2455,1951,Everton (Home)
Gabriel,DEF,Arsenal,6.2,13.3,0.0,i,0,0,0,0,0,1,2,0.69,0.82,1.51,6.17,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,5998,348765,Everton (Home)
Saliba,DEF,Arsenal,5.9,10.6,0.8,a,90,0,0,0,1,0,0,0.26,0.29,0.55,5.10,0,0,0,0,0,0,1,True,2,1,Wolves,16.4,5.1,4.0,2.6,14,0,2,26086,163758,Everton (Home)
Calafiori,DEF,Arsenal,5.7,9.8,2.0,a,0,0,0,0,0,1,2,0.33,2.49,2.82,6.89,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,19643,708958,Everton (Home)
J.Timber,DEF,Arsenal,6.5,33.1,2.6,a,90,0,0,0,1,2,3,0.74,3.30,4.04,8.56,0,0,0,0,0,0,1,True,2,1,Wolves,8.0,16.5,10.0,3.5,7,0,2,370255,559772,Everton (Home)
Kiwior,DEF,Arsenal,5.4,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,41,Everton (Home)
Lewis-Skelly,DEF,Arsenal,5.1,1.9,0.6,a,59,0,0,0,1,0,0,0.05,0.05,0.10,2.50,0,0,0,0,0,0,0,True,2,1,Wolves,8.0,23.7,10.0,4.2,8,0,1,55885,6546,Everton (Home)
White,DEF,Arsenal,5.4,2.2,3.2,d,30,0,0,0,0,0,1,0.42,0.37,0.79,3.52,0,0,0,0,0,0,1,True,2,1,Wolves,0.0,8.4,2.0,1.0,3,0,1,273837,5105,Everton (Home)
Clarke,DEF,Arsenal,3.8,0.5,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,3532,3866,Everton (Home)
Kacurri,DEF,Arsenal,3.9,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,542,Everton (Home)
Nichols,DEF,Arsenal,3.8,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,587,1209,Everton (Home)
Saka,MID,Arsenal,10.3,22.7,6.0,a,90,0,2,0,1,4,4,3.67,3.92,7.59,7.06,0,0,0,0,0,0,1,True,2,1,Wolves,21.6,59.5,14.0,9.5,52,3,11,584479,105002,Everton (Home)
Ødegaard,MID,Arsenal,7.8,1.7,1.4,a,33,0,0,0,1,0,1,1.10,0.42,1.52,5.23,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,15.9,9.0,2.5,2,0,1,34830,4739,Everton (Home)
Madueke,MID,Arsenal,6.8,0.9,1.2,a,0,0,0,0,0,0,0,0.97,0.47,1.44,3.44,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,36336,3802,Everton (Home)
Martinelli,MID,Arsenal,6.8,1.0,1.2,a,56,0,0,0,0,1,0,0.14,1.29,1.43,3.84,0,0,0,0,0,0,1,True,2,1,Wolves,0.0,2.4,24.0,2.0,-1,0,1,17371,5169,Everton (Home)
Trossard,MID,Arsenal,6.9,0.8,3.8,a,33,0,0,0,1,4,3,1.45,2.63,4.08,4.25,0,0,0,0,0,0,0,True,2,1,Wolves,9.6,38.2,6.0,5.4,9,0,1,25853,17458,Everton (Home)
Rice,MID,Arsenal,7.1,22.2,4.2,a,90,0,0,0,1,2,5,3.22,1.80,5.02,9.12,0,0,0,0,0,0,1,True,2,1,Wolves,9.2,26.4,16.0,5.2,12,0,2,377088,349132,Everton (Home)
Merino,MID,Arsenal,6.1,4.2,5.8,a,32,0,0,0,1,3,3,0.88,2.14,3.02,4.81,0,0,0,0,0,0,0,True,2,1,Wolves,5.8,3.5,5.0,1.4,5,0,1,253845,97149,Everton (Home)
Fábio Vieira,MID,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,17,Everton (Home)
Nørgaard,MID,Arsenal,5.2,0.1,0.0,a,0,0,0,0,0,0,0,0.00,0.05,0.05,0.05,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,398,519,Everton (Home)
Nwaneri,MID,Arsenal,5.1,0.1,0.2,a,0,0,0,0,0,0,0,0.08,0.23,0.31,0.73,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,355,794,Everton (Home)
Zubimendi,MID,Arsenal,5.2,2.3,1.6,a,57,0,0,0,0,2,1,1.09,0.59,1.68,9.08,0,0,0,0,0,0,1,True,2,1,Wolves,5.4,16.9,0.0,2.2,6,0,1,21502,40459,Everton (Home)
Kabia,MID,Arsenal,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,331,Everton (Home)
Sambi,MID,Arsenal,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,143,Everton (Home)
Havertz,FWD,Arsenal,7.3,0.3,0.0,i,0,0,0,0,0,0,0,0.01,0.00,0.01,0.82,0,0,0,0,0,0,0,True,2,1,Wolves,0.0,0.0,0.0,0.0,0,0,0,136,372,Everton (Home)
G.Jesus,FWD,Arsenal,6.4,0.2,0.2,a,9,0,0,0,1,0,0,0.00,0.12,0.12,0.09,0,0,0,0,0,0,0,True,2,1,Wolves,4.2,0.6,17.0,2.2,5,0,1,8455,1018,Everton (Home)
Eze,MID,Arsenal,7.7,18.2,5.0,a,56,0,0,0,0,4,3,1.41,2.54,3.95,6.00,0,0,0,0,0,0,1,True,2,1,Wolves,4.4,10.9,2.0,1.7,4,0,1,352871,368184,Everton (Home)
