Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,6.0,33.0,1.0,a,90,0,0,1,2,0,0,0.06,0.00,0.06,23.49,0,0,0,0,0,0,1,True,1,2,Bournemouth,14.4,0.0,0.0,1.4,8,0,1,123268,164723,Man City (Home)
Arrizabalaga,GKP,Arsenal,4.0,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,375,354,Man City (Home)
Hein,GKP,Arsenal,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,85,Man City (Home)
Setford,GKP,Arsenal,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,96,342,Man City (Home)
Gabriel,DEF,Arsenal,7.2,41.7,4.0,a,90,0,1,0,2,3,5,1.66,1.98,3.64,17.01,0,0,0,0,0,0,1,True,1,2,Bournemouth,16.0,0.6,21.0,3.8,12,0,4,209462,141607,Man City (Home)
Saliba,DEF,Arsenal,6.1,13.6,1.0,a,90,0,0,0,2,1,0,0.70,0.88,1.58,16.34,0,0,0,0,0,0,1,True,1,2,Bournemouth,16.6,10.8,2.0,2.9,12,0,1,123956,39277,Man City (Home)
Calafiori,DEF,Arsenal,5.6,6.0,0.0,d,0,0,0,0,0,1,2,0.49,2.92,3.41,8.96,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,27934,5796,Man City (Home)
J.Timber,DEF,Arsenal,6.2,22.7,0.0,d,0,0,0,0,0,3,6,1.53,4.71,6.24,17.45,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,59282,303474,Man City (Home)
Kiwior,DEF,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,8,Man City (Home)
Lewis-Skelly,DEF,Arsenal,5.0,1.4,1.0,a,90,0,0,0,2,0,0,0.08,0.10,0.18,6.45,0,0,0,0,0,0,1,True,1,2,Bournemouth,14.0,2.3,7.0,2.3,5,0,1,829,775,Man City (Home)
White,DEF,Arsenal,5.1,0.5,1.0,a,75,0,0,0,2,0,1,0.51,0.45,0.96,7.31,0,0,0,0,0,0,1,True,1,2,Bournemouth,20.2,12.3,2.0,3.5,13,0,1,5897,842,Man City (Home)
Clarke,DEF,Arsenal,3.7,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,1197,515,Man City (Home)
Kacurri,DEF,Arsenal,3.9,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,15,Man City (Home)
Nichols,DEF,Arsenal,3.7,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,700,807,Man City (Home)
Saka,MID,Arsenal,9.8,7.4,0.0,d,0,0,0,0,0,6,8,5.75,6.99,12.74,14.36,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,22081,47525,Man City (Home)
Ødegaard,MID,Arsenal,7.8,1.5,0.0,d,0,0,0,0,0,1,6,2.91,1.01,3.92,12.89,0,0,0,0,0,0,0,True,1,2,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,2372,1932,Man City (Home)
Madueke,MID,Arsenal,6.8,0.8,1.0,d,53,0,0,0,1,2,1,2.13,1.03,3.16,10.36,0,0,0,0,0,0,1,True,1,2,Bournemouth,3.4,5.9,4.0,1.3,4,0,1,4889,4842,Man City (Home)
