Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,6.0,32.5,4.2,a,90,0,0,3,0,0,0,0.06,0.00,0.06,22.30,1,0,0,0,0,0,1,True,2,0,Everton,20.0,0.0,0.0,2.0,28,0,7,101174,25920,Bournemouth (Away)
Arrizabalaga,GKP,Arsenal,4.0,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,0,Everton,0.0,0.0,0.0,0.0,0,0,0,188,468,Bournemouth (Away)
Hein,GKP,Arsenal,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,0,Everton,0.0,0.0,0.0,0.0,0,0,0,0,142,Bournemouth (Away)
Setford,GKP,Arsenal,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,0,Everton,0.0,0.0,0.0,0.0,0,0,0,174,521,Bournemouth (Away)
Gabriel,DEF,Arsenal,7.2,39.5,7.0,a,90,0,0,0,0,3,4,1.65,1.90,3.55,15.82,1,0,0,0,0,0,1,True,2,0,Everton,21.2,3.0,3.0,2.7,30,1,9,103697,16126,Bournemouth (Away)
Saliba,DEF,Arsenal,6.1,12.8,4.8,a,90,0,0,0,0,1,0,0.70,0.88,1.58,15.15,1,0,0,0,0,0,1,True,2,0,Everton,33.6,31.8,2.0,6.7,36,3,11,21155,50605,Bournemouth (Away)
Calafiori,DEF,Arsenal,5.6,5.9,1.6,a,73,0,0,0,0,1,2,0.49,2.92,3.41,8.96,1,0,0,0,0,0,1,True,2,0,Everton,11.2,17.7,19.0,4.8,29,0,6,2407,14233,Bournemouth (Away)
J.Timber,DEF,Arsenal,6.3,25.4,5.2,a,37,0,0,0,0,3,6,1.53,4.71,6.24,17.45,0,0,0,0,0,0,1,True,2,0,Everton,7.0,1.6,2.0,1.1,3,0,1,155714,25768,Bournemouth (Away)
Kiwior,DEF,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,0,Everton,0.0,0.0,0.0,0.0,0,0,0,0,14,Bournemouth (Away)
Lewis-Skelly,DEF,Arsenal,5.1,1.4,0.0,a,0,0,0,0,0,0,0,0.06,0.05,0.11,5.26,0,0,0,0,0,0,0,True,2,0,Everton,0.0,0.0,0.0,0.0,0,0,0,597,1456,Bournemouth (Away)
White,DEF,Arsenal,5.1,0.5,0.0,a,0,0,0,0,0,0,1,0.49,0.43,0.92,6.13,0,0,0,0,0,0,0,True,2,0,Everton,0.0,0.0,0.0,0.0,0,0,0,267,2148,Bournemouth (Away)
Clarke,DEF,Arsenal,3.8,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,0,Everton,0.0,0.0,0.0,0.0,0,0,0,138,591,Bournemouth (Away)
Kacurri,DEF,Arsenal,3.9,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2,0,Everton,0.0,0.0,0.0,0.0,0,0,0,0,41,Bournemouth (Away)
