Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,6.1,35.2,4.5,a,90,0,0,1,0,0,0,0.06,0.00,0.06,26.22,1,0,0,0,0,0,1,True,3,0,Fulham,11.8,0.1,0.0,1.2,22,0,6,182009,43653,West Ham (Home)
Arrizabalaga,GKP,Arsenal,4.0,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3,0,Fulham,0.0,0.0,0.0,0.0,0,0,0,221,273,West Ham (Home)
Hein,GKP,Arsenal,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3,0,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,49,West Ham (Home)
Setford,GKP,Arsenal,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3,0,Fulham,0.0,0.0,0.0,0.0,0,0,0,81,229,West Ham (Home)
Gabriel,DEF,Arsenal,7.2,44.7,4.5,a,90,0,0,0,0,3,5,1.70,2.64,4.34,19.74,1,0,0,0,0,0,1,True,3,0,Fulham,23.6,2.1,52.0,7.8,27,0,6,207490,23061,West Ham (Home)
Saliba,DEF,Arsenal,6.1,15.5,4.2,a,90,0,0,0,0,1,0,1.04,0.88,1.92,19.07,1,0,0,0,0,0,1,True,3,0,Fulham,22.2,24.4,6.0,5.3,27,0,6,159319,29133,West Ham (Home)
Calafiori,DEF,Arsenal,5.6,5.9,1.5,a,90,0,0,0,0,1,2,0.51,3.15,3.66,9.33,1,0,0,0,0,0,1,True,3,0,Fulham,25.2,12.6,39.0,7.7,20,0,6,2103,5905,West Ham (Home)
J.Timber,DEF,Arsenal,6.0,16.8,0.0,i,0,0,0,0,0,3,6,1.53,4.71,6.24,17.45,0,0,0,0,0,0,0,True,3,0,Fulham,0.0,0.0,0.0,0.0,0,0,0,269,304015,West Ham (Home)
Kiwior,DEF,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3,0,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,7,West Ham (Home)
Lewis-Skelly,DEF,Arsenal,5.0,1.4,2.0,a,90,0,0,0,0,0,0,0.16,0.10,0.26,6.88,1,0,0,0,0,0,1,True,3,0,Fulham,11.6,15.5,2.0,2.9,28,0,6,342,523,West Ham (Home)
