Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,5.6,25.0,3.3,a,90,0,0,2,1,0,0,0.03,0.00,0.03,3.30,0,0,0,0,0,0,1,True,1,1,Man City,21.4,0.0,0.0,2.1,13,0,2,98100,107886,Newcastle (Home)
Arrizabalaga,GKP,Arsenal,4.3,0.6,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,1,Man City,0.0,0.0,0.0,0.0,0,0,0,689,6259,Newcastle (Home)
Hein,GKP,Arsenal,4.0,0.4,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,1,Man City,0.0,0.0,0.0,0.0,0,0,0,0,3824,Newcastle (Home)
Setford,GKP,Arsenal,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,1,Man City,0.0,0.0,0.0,0.0,0,0,0,3043,1638,Newcastle (Home)
Gabriel,DEF,Arsenal,6.1,23.3,4.3,a,90,0,0,0,1,0,0,0.04,0.26,0.30,3.30,0,0,0,0,0,0,1,True,1,1,Man City,19.6,2.3,0.0,2.2,13,0,2,134864,89060,Newcastle (Home)
Saliba,DEF,Arsenal,6.0,12.5,1.0,a,90,0,0,0,1,0,0,0.03,0.13,0.16,2.58,0,0,0,0,0,0,1,True,1,1,Man City,22.0,3.0,4.0,2.9,15,0,2,9735,208139,Newcastle (Home)
Calafiori,DEF,Arsenal,5.7,14.4,3.0,a,90,0,0,0,1,1,2,0.09,1.57,1.66,2.55,0,0,0,0,0,0,1,True,1,1,Man City,3.6,6.2,19.0,2.9,7,0,2,156708,80907,Newcastle (Home)
J.Timber,DEF,Arsenal,5.8,13.9,3.7,a,79,0,0,0,1,2,1,0.17,1.20,1.37,2.20,0,0,0,0,1,0,1,True,1,1,Man City,17.0,13.9,8.0,3.9,16,0,1,300378,61324,Newcastle (Home)
Kiwior,DEF,Arsenal,5.4,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,1,1,Man City,0.0,0.0,0.0,0.0,0,0,0,0,1312,Newcastle (Home)
Lewis-Skelly,DEF,Arsenal,5.3,2.1,0.3,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.76,0,0,0,0,0,0,0,True,1,1,Man City,0.0,0.0,0.0,0.0,0,0,0,3125,35634,Newcastle (Home)
