Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,5.5,22.3,6.0,a,90,0,0,2,1,0,0,0.02,0.00,0.02,2.21,0,0,0,0,0,0,1,False,1.0,0.0,Liverpool,20.0,10.0,0.0,3.0,12,0,2,146739,159050,Nott'm Forest (Away)
Arrizabalaga,GKP,Arsenal,4.4,0.7,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,1131,12706,Nott'm Forest (Away)
Hein,GKP,Arsenal,4.0,0.5,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,1710,9788,Nott'm Forest (Away)
Setford,GKP,Arsenal,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,2209,1960,Nott'm Forest (Away)
Gabriel,DEF,Arsenal,6.1,21.1,4.7,a,90,0,0,0,1,0,0,0.02,0.06,0.08,2.21,0,0,0,0,0,0,1,False,1.0,0.0,Liverpool,15.4,1.4,2.0,1.9,8,0,2,137723,165771,Nott'm Forest (Away)
Saliba,DEF,Arsenal,6.1,16.4,5.3,d,4,0,0,0,0,0,0,0.01,0.00,0.01,1.69,0,0,0,0,0,0,1,False,1.0,0.0,Liverpool,3.0,0.0,0.0,0.3,4,0,1,133191,143361,Nott'm Forest (Away)
Calafiori,DEF,Arsenal,5.6,11.0,9.3,a,90,0,0,0,1,1,2,0.03,1.43,1.46,1.56,0,0,0,0,0,0,1,False,1.0,0.0,Liverpool,9.8,1.9,11.0,2.3,9,0,2,429321,68237,Nott'm Forest (Away)
J.Timber,DEF,Arsenal,5.6,8.8,8.7,a,90,0,0,0,1,2,1,0.10,0.90,1.00,1.35,0,0,0,0,0,0,1,False,1.0,0.0,Liverpool,11.4,12.4,11.0,3.5,7,0,2,509691,60339,Nott'm Forest (Away)
Kiwior,DEF,Arsenal,5.4,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,529,2485,Nott'm Forest (Away)
Lewis-Skelly,DEF,Arsenal,5.4,2.7,0.3,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.66,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,6649,96667,Nott'm Forest (Away)
White,DEF,Arsenal,5.4,0.6,2.0,d,0,0,0,0,0,0,0,0.01,0.01,0.02,0.87,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,519,36320,Nott'm Forest (Away)
Clarke,DEF,Arsenal,4.0,0.5,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,4594,9898,Nott'm Forest (Away)
Kacurri,DEF,Arsenal,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,945,2929,Nott'm Forest (Away)
Nichols,DEF,Arsenal,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,804,2924,Nott'm Forest (Away)
Saka,MID,Arsenal,9.9,6.1,3.0,i,0,0,0,0,0,1,0,0.12,0.26,0.38,1.69,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,55049,1041722,Nott'm Forest (Away)
Ødegaard,MID,Arsenal,7.9,2.5,2.3,a,20,0,0,0,1,0,0,0.35,0.14,0.49,1.94,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,1.4,2.2,2.0,0.6,3,0,1,8169,149649,Nott'm Forest (Away)
Madueke,MID,Arsenal,7.0,1.0,2.0,a,88,0,0,0,1,0,0,0.14,0.14,0.28,1.39,0,0,0,0,0,0,1,False,1.0,0.0,Liverpool,0.0,1.6,38.0,3.9,5,0,2,11333,17376,Nott'm Forest (Away)
Martinelli,MID,Arsenal,6.9,1.1,1.3,a,69,0,0,0,0,0,0,0.01,0.02,0.03,0.98,1,0,0,0,0,0,1,False,1.0,0.0,Liverpool,1.4,0.4,6.0,0.8,9,0,3,4767,34057,Nott'm Forest (Away)
Trossard,MID,Arsenal,6.9,0.3,0.3,a,0,0,0,0,0,0,0,0.03,0.07,0.10,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,1464,5745,Nott'm Forest (Away)
Rice,MID,Arsenal,6.5,8.9,5.3,a,90,0,0,0,1,0,2,0.65,0.15,0.80,1.73,0,0,0,0,0,0,1,False,1.0,0.0,Liverpool,13.2,22.7,3.0,3.9,13,0,4,106036,89448,Nott'm Forest (Away)
Merino,MID,Arsenal,5.9,0.4,1.3,a,69,0,0,0,0,0,0,0.02,0.00,0.02,0.77,1,0,0,0,0,0,1,False,1.0,0.0,Liverpool,5.2,2.3,0.0,0.8,6,0,3,1780,18056,Nott'm Forest (Away)
Fábio Vieira,MID,Arsenal,5.4,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,327,969,Nott'm Forest (Away)
Nørgaard,MID,Arsenal,5.4,0.2,0.0,d,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,70,18156,Nott'm Forest (Away)
Nwaneri,MID,Arsenal,5.4,0.2,0.3,a,0,0,0,0,0,0,0,0.01,0.02,0.03,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,2244,5944,Nott'm Forest (Away)
Zubimendi,MID,Arsenal,5.5,1.9,3.0,a,90,0,0,0,1,0,0,0.05,0.05,0.10,2.21,0,0,0,0,1,0,1,False,1.0,0.0,Liverpool,1.4,2.6,5.0,0.9,4,0,1,15367,49895,Nott'm Forest (Away)
Kabia,MID,Arsenal,4.5,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,2247,5950,Nott'm Forest (Away)
Sambi,MID,Arsenal,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,964,2774,Nott'm Forest (Away)
Havertz,FWD,Arsenal,7.4,0.5,0.3,i,0,0,0,0,0,0,0,0.01,0.00,0.01,0.82,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,185,42685,Nott'm Forest (Away)
G.Jesus,FWD,Arsenal,6.5,0.0,0.0,i,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,173,804,Nott'm Forest (Away)
Eze,MID,Arsenal,7.5,11.0,1.3,a,20,0,0,0,1,0,0,0.03,0.24,0.27,1.47,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,1.8,2.8,2.0,0.7,4,0,1,261423,213362,Nott'm Forest (Away)
Mosquera,DEF,Arsenal,5.4,0.1,1.0,a,85,0,0,0,1,0,0,0.00,0.00,0.00,0.52,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,25.2,0.8,2.0,2.8,14,0,2,273,2041,Nott'm Forest (Away)
Gyökeres,FWD,Arsenal,9.0,24.8,4.7,a,90,0,0,0,1,2,0,0.25,1.28,1.53,1.39,0,0,0,0,1,0,1,False,1.0,0.0,Liverpool,7.0,26.0,4.0,3.7,8,0,1,322756,256853,Nott'm Forest (Away)
Dowman,MID,Arsenal,4.5,0.3,2.5,a,1,0,0,0,0,0,1,0.02,0.14,0.16,0.12,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.3,11.0,1.1,0,0,1,26751,6396,Nott'm Forest (Away)
Harriman-Annous,MID,Arsenal,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,1.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Away)
Hincapie,DEF,Arsenal,5.5,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Away)
Martinez,GKP,Aston Villa,5.0,1.7,0.7,a,0,0,0,0,0,0,0,0.01,0.00,0.01,1.21,0,0,0,0,0,0,0,True,0.0,3.0,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,34311,16905,Everton (Home)
M.Bizot,GKP,Aston Villa,4.5,0.8,2.3,a,90,0,0,1,3,0,0,0.00,0.00,0.00,4.10,0,0,0,0,1,0,1,True,0.0,3.0,Crystal Palace,5.8,0.0,0.0,0.6,-7,0,0,8686,23811,Everton (Home)
Gauci,GKP,Aston Villa,4.0,0.2,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,0.0,3.0,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,2751,Everton (Home)
Marschall,GKP,Aston Villa,4.0,0.0,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,0.0,3.0,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,217,Everton (Home)
Cash,DEF,Aston Villa,4.5,5.0,3.3,a,73,0,0,0,2,0,0,0.34,0.01,0.35,4.41,0,0,0,0,1,0,1,True,0.0,3.0,Crystal Palace,6.2,22.3,1.0,3.0,-1,0,0,110477,71671,Everton (Home)
Digne,DEF,Aston Villa,4.5,2.1,3.0,a,7,0,0,0,0,0,0,0.17,0.00,0.17,2.92,0,0,0,0,0,0,0,True,0.0,3.0,Crystal Palace,0.0,0.7,0.0,0.1,3,0,1,18401,23876,Everton (Home)
Konsa,DEF,Aston Villa,4.5,13.8,1.3,a,90,0,0,0,3,0,0,0.04,0.00,0.04,3.78,0,0,0,0,0,0,1,True,0.0,3.0,Crystal Palace,18.4,14.3,4.0,3.7,3,0,1,46903,145248,Everton (Home)
