Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,5.9,32.9,3.0,a,90,0,0,1,0,0,0,0.04,0.00,0.04,7.37,1,0,0,0,0,0,1,True,2.0,0.0,Brentford,14.8,0.0,0.0,1.5,26,0,6,105123,28581,Aston Villa (Home)
Arrizabalaga,GKP,Arsenal,4.2,0.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,244,912,Aston Villa (Home)
Hein,GKP,Arsenal,4.0,0.3,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,517,Aston Villa (Home)
Setford,GKP,Arsenal,3.9,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,1112,543,Aston Villa (Home)
Gabriel,DEF,Arsenal,6.3,18.4,0.2,i,0,0,0,0,0,1,2,0.69,0.82,1.51,6.17,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,2694,428405,Aston Villa (Home)
Saliba,DEF,Arsenal,6.0,12.1,0.8,d,0,0,0,0,0,0,0,0.24,0.29,0.53,4.72,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,17116,87077,Aston Villa (Home)
Calafiori,DEF,Arsenal,5.8,14.9,2.5,a,90,0,0,0,0,1,2,0.32,2.49,2.81,5.52,1,0,0,0,0,0,1,True,2.0,0.0,Brentford,24.8,4.4,26.0,5.5,33,1,7,63080,41884,Aston Villa (Home)
J.Timber,DEF,Arsenal,6.4,34.4,2.2,a,46,0,0,0,0,2,3,0.71,2.88,3.59,6.01,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,7.0,0.3,0.0,0.7,3,0,1,317562,23916,Aston Villa (Home)
Kiwior,DEF,Arsenal,5.4,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,24,Aston Villa (Home)
Lewis-Skelly,DEF,Arsenal,5.1,1.5,0.2,a,0,0,0,0,0,0,0,0.02,0.00,0.02,1.47,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,1693,3051,Aston Villa (Home)
White,DEF,Arsenal,5.3,0.4,3.5,a,90,0,1,0,0,0,1,0.15,0.05,0.20,1.21,1,0,0,0,0,0,1,True,2.0,0.0,Brentford,49.8,29.5,8.0,8.7,46,3,14,790,826,Aston Villa (Home)
Clarke,DEF,Arsenal,3.8,0.5,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,1443,1241,Aston Villa (Home)
Kacurri,DEF,Arsenal,3.9,0.1,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,205,Aston Villa (Home)
Nichols,DEF,Arsenal,3.8,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,0.0,0.0,0.0,0.0,0,0,0,272,441,Aston Villa (Home)
Saka,MID,Arsenal,10.1,18.0,6.8,a,29,1,0,0,0,4,1,2.94,3.12,6.06,5.36,0,0,0,0,0,0,0,True,2.0,0.0,Brentford,38.0,1.8,34.0,7.4,22,0,6,99865,61118,Aston Villa (Home)
Ødegaard,MID,Arsenal,7.8,1.4,1.0,a,90,0,0,0,0,0,1,0.93,0.18,1.11,2.97,1,0,0,0,0,0,1,True,2.0,0.0,Brentford,15.0,51.0,6.0,7.2,14,0,3,4446,1006,Aston Villa (Home)
Madueke,MID,Arsenal,6.8,0.6,1.2,a,60,0,0,0,0,0,0,0.95,0.45,1.40,2.60,1,0,0,0,0,0,1,True,2.0,0.0,Brentford,10.0,4.7,36.0,5.1,6,0,3,2602,1157,Aston Villa (Home)
Martinelli,MID,Arsenal,6.8,0.8,1.0,a,60,0,0,0,0,1,0,0.11,0.94,1.05,2.76,1,0,0,0,0,0,1,True,2.0,0.0,Brentford,4.8,13.8,10.0,2.9,4,0,3,4165,1440,Aston Villa (Home)
