Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,5.5,21.4,8.0,a,90,0,0,1,0,0,0,0.00,0.00,0.00,1.69,1,0,0,0,0,0,1,True,5.0,0.0,Leeds,13.4,0.0,0.0,1.3,28,0,6,277339,58680,Liverpool (Home)
Arrizabalaga,GKP,Arsenal,4.5,0.7,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,2130,11964,Liverpool (Home)
Hein,GKP,Arsenal,4.0,0.5,0.0,u,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,3835,5156,Liverpool (Home)
Setford,GKP,Arsenal,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,982,1515,Liverpool (Home)
Gabriel,DEF,Arsenal,6.1,20.5,6.0,a,90,0,0,0,0,0,0,0.01,0.04,0.05,1.69,1,0,0,0,0,0,1,True,5.0,0.0,Leeds,13.4,3.3,6.0,2.3,26,0,6,335537,80598,Liverpool (Home)
Saliba,DEF,Arsenal,6.1,18.1,7.5,a,90,0,0,0,0,0,0,0.01,0.00,0.01,1.69,1,0,0,0,0,0,1,True,5.0,0.0,Leeds,18.4,2.1,2.0,2.3,27,0,6,311233,63531,Liverpool (Home)
Calafiori,DEF,Arsenal,5.6,8.0,13.0,a,63,0,2,0,0,1,2,0.02,1.30,1.32,1.04,1,0,0,0,0,0,1,True,5.0,0.0,Leeds,38.0,21.4,22.0,8.1,38,1,13,275549,26292,Liverpool (Home)
J.Timber,DEF,Arsenal,5.6,6.6,12.0,a,63,2,1,0,0,2,1,0.05,0.81,0.86,0.83,1,0,0,0,0,0,1,True,5.0,0.0,Leeds,95.0,28.5,75.0,19.9,68,3,24,14581,37592,Liverpool (Home)
Kiwior,DEF,Arsenal,5.4,0.1,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,397,2151,Liverpool (Home)
Lewis-Skelly,DEF,Arsenal,5.4,3.1,0.5,a,26,0,0,0,0,0,0,0.00,0.00,0.00,0.66,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,4.2,3.7,0.0,0.8,7,0,1,19189,72637,Liverpool (Home)
White,DEF,Arsenal,5.5,0.7,3.0,d,0,0,0,0,0,0,0,0.01,0.01,0.02,0.87,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,21413,10667,Liverpool (Home)
Zinchenko,DEF,Arsenal,4.9,0.3,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,3119,6686,Liverpool (Home)
Clarke,DEF,Arsenal,4.0,0.6,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,6242,8218,Liverpool (Home)
Kacurri,DEF,Arsenal,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,1462,2779,Liverpool (Home)
Nichols,DEF,Arsenal,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,1107,2365,Liverpool (Home)
Saka,MID,Arsenal,9.9,10.6,4.5,d,52,1,0,0,0,1,0,0.12,0.26,0.38,1.69,0,0,0,0,0,0,1,True,5.0,0.0,Leeds,40.4,30.4,21.0,9.2,27,0,6,152171,108463,Liverpool (Home)
Ødegaard,MID,Arsenal,8.0,2.8,3.0,d,37,0,0,0,0,0,0,0.34,0.14,0.48,1.69,0,0,0,0,0,0,1,True,5.0,0.0,Leeds,1.6,4.4,3.0,0.9,5,0,1,48916,34858,Liverpool (Home)
Madueke,MID,Arsenal,7.0,0.9,2.0,a,63,0,0,0,0,0,0,0.11,0.00,0.11,0.99,1,0,0,0,0,0,1,True,5.0,0.0,Leeds,5.6,26.9,10.0,4.3,10,0,3,3424,19839,Liverpool (Home)
Martinelli,MID,Arsenal,6.9,1.2,0.5,a,0,0,0,0,0,0,0,0.01,0.02,0.03,0.70,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,9660,19501,Liverpool (Home)
Trossard,MID,Arsenal,6.9,0.3,0.5,a,37,0,0,0,0,0,0,0.03,0.07,0.10,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,5.4,21.5,4.0,3.1,4,0,1,868,7144,Liverpool (Home)
Rice,MID,Arsenal,6.5,8.6,6.0,a,90,0,1,0,0,0,2,0.55,0.13,0.68,1.21,1,0,0,0,0,0,1,True,5.0,0.0,Leeds,25.2,50.0,2.0,7.7,26,0,6,90194,67608,Liverpool (Home)
Merino,MID,Arsenal,5.9,0.4,0.5,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.49,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,4431,17036,Liverpool (Home)
Fábio Vieira,MID,Arsenal,5.5,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,494,1008,Liverpool (Home)
Nørgaard,MID,Arsenal,5.4,0.3,0.0,i,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,0.0,0.0,0.0,0.0,0,0,0,1125,20432,Liverpool (Home)
Nwaneri,MID,Arsenal,5.4,0.2,0.5,a,52,0,0,0,0,0,0,0.01,0.02,0.03,0.00,0,0,0,0,0,0,0,True,5.0,0.0,Leeds,5.6,1.8,5.0,1.2,3,0,1,1650,6992,Liverpool (Home)
