Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,6.0,38.1,6.0,a,90,0,0,1,0,0,0,0.00,0.00,0.00,0.20,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,11.8,0.0,0.0,1.2,24,0,6,0,0,Aston Villa (Home)
Arrizabalaga,GKP,Arsenal,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Meslier,GKP,Arsenal,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Gabriel,DEF,Arsenal,8.0,29.4,5.0,a,90,0,0,0,0,0,0,0.01,0.05,0.06,0.20,1,0,0,0,1,0,1,True,3.0,0.0,Coventry City,6.6,1.8,1.0,0.9,21,0,5,0,0,Aston Villa (Home)
J.Timber,DEF,Arsenal,6.5,0.1,0.0,i,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Saliba,DEF,Arsenal,6.0,0.3,0.0,i,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Lewis-Skelly,MID,Arsenal,5.5,0.7,3.0,a,90,0,0,0,0,0,0,0.11,0.06,0.17,0.20,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,11.0,22.9,7.0,4.1,15,0,3,0,0,Aston Villa (Home)
Calafiori,DEF,Arsenal,5.5,41.3,9.0,a,80,0,1,0,0,0,1,0.09,0.04,0.13,0.06,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,26.0,12.2,4.0,4.2,31,0,9,0,0,Aston Villa (Home)
Hincapie,DEF,Arsenal,5.5,1.6,1.0,a,9,0,0,0,0,0,0,0.00,0.00,0.00,0.15,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.4,0.5,0.0,0.1,3,0,1,0,0,Aston Villa (Home)
White,DEF,Arsenal,5.5,5.8,11.0,a,90,0,1,0,0,0,1,0.21,0.18,0.39,0.20,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,33.2,26.8,13.0,7.3,37,2,11,0,0,Aston Villa (Home)
Mosquera,DEF,Arsenal,5.5,6.0,6.0,a,90,0,0,0,0,0,0,0.00,0.00,0.00,0.20,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,14.4,0.6,0.0,1.5,27,0,6,0,0,Aston Villa (Home)
Saka,MID,Arsenal,9.5,10.3,9.0,a,67,1,0,0,0,1,0,0.08,0.64,0.72,0.06,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,42.8,26.1,33.0,10.2,36,1,9,0,0,Aston Villa (Home)
Rice,MID,Arsenal,7.5,17.4,3.0,a,67,0,0,0,0,0,0,0.08,0.07,0.15,0.06,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,6.8,6.4,2.0,1.5,10,0,3,0,0,Aston Villa (Home)
Eze,MID,Arsenal,6.5,1.9,1.0,a,14,0,0,0,0,0,0,0.00,0.04,0.04,0.15,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,1.8,1.0,0.1,4,0,1,0,0,Aston Villa (Home)
Ødegaard,MID,Arsenal,6.5,10.8,11.0,a,75,1,0,0,0,1,0,0.10,0.21,0.31,0.06,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,50.6,41.5,31.0,12.3,41,3,11,0,0,Aston Villa (Home)
Madueke,MID,Arsenal,6.5,0.3,1.0,a,22,0,0,0,0,0,0,0.04,0.00,0.04,0.15,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,9.4,43.1,0.0,5.3,8,0,1,0,0,Aston Villa (Home)
Merino,MID,Arsenal,6.0,0.6,1.0,a,14,0,0,0,0,0,0,0.02,0.14,0.16,0.15,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,3.6,1.2,14.0,1.9,5,0,1,0,0,Aston Villa (Home)
Martinelli,MID,Arsenal,6.4,0.2,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Zubimendi,MID,Arsenal,5.5,1.0,1.0,a,22,0,0,0,0,0,0,0.02,0.00,0.02,0.15,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,3.8,2.3,0.0,0.6,3,0,1,0,0,Aston Villa (Home)
Dowman,MID,Arsenal,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Nwaneri,MID,Arsenal,5.5,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Fábio Vieira,MID,Arsenal,5.5,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Nelson,MID,Arsenal,5.5,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Gyökeres,FWD,Arsenal,7.4,7.6,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Havertz,FWD,Arsenal,7.5,7.0,6.0,a,90,1,0,0,0,1,0,0.03,0.26,0.29,0.20,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,37.2,13.2,25.0,7.5,34,0,6,0,0,Aston Villa (Home)
G.Jesus,FWD,Arsenal,6.0,0.3,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Konsa,DEF,Arsenal,4.5,11.4,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Bruno G.,MID,Arsenal,7.0,3.2,0.0,d,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,True,3.0,0.0,Coventry City,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Home)
Tzolis,MID,Arsenal,6.5,25.8,6.0,a,75,0,1,0,0,0,1,0.14,0.19,0.33,0.06,1,0,0,0,0,0,1,True,3.0,0.0,Coventry City,17.0,39.8,30.0,8.7,30,0,6,0,0,Aston Villa (Home)
