Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture
Raya,GKP,Arsenal,6.1,42.2,6.0,a,90,0,0,2,3,0,0,0.01,0.00,0.01,4.03,0,0,0,0,0,0,1,False,3,0,Brighton,20.6,0.0,0.0,2.1,6,0,1,279598,67028,Leeds (Away)
Arrizabalaga,GKP,Arsenal,4.9,0.1,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,3,0,Brighton,0.0,0.0,0.0,0.0,0,0,0,181,559,Leeds (Away)
Meslier,GKP,Arsenal,4.9,0.0,0.0,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,3,0,Brighton,0.0,0.0,0.0,0.0,0,0,0,86,201,Leeds (Away)
Gabriel,DEF,Arsenal,8.0,22.8,5.0,a,90,0,0,0,3,0,0,0.20,0.51,0.71,4.03,0,0,0,0,0,0,1,False,3,0,Brighton,25.8,13.1,0.0,3.9,6,0,1,48033,118812,Leeds (Away)
J.Timber,DEF,Arsenal,6.5,0.4,0.2,a,59,0,0,0,3,0,0,0.03,0.00,0.03,2.18,0,0,0,0,0,0,1,False,3,0,Brighton,4.2,2.3,0.0,0.7,-6,0,0,20088,3818,Leeds (Away)
Saliba,DEF,Arsenal,5.9,0.2,0.0,i,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,False,3,0,Brighton,0.0,0.0,0.0,0.0,0,0,0,399,2004,Leeds (Away)
Lewis-Skelly,MID,Arsenal,5.4,0.6,1.5,a,0,0,0,0,0,0,0,0.23,0.16,0.39,1.02,0,0,0,0,0,0,0,False,3,0,Brighton,0.0,0.0,0.0,0.0,0,0,0,3227,11143,Leeds (Away)
Calafiori,DEF,Arsenal,5.8,50.6,5.0,a,90,0,0,0,3,0,2,0.62,0.67,1.29,3.76,0,0,0,0,0,0,1,False,3,0,Brighton,11.2,23.7,20.0,5.5,-3,0,1,266900,83603,Leeds (Away)
Hincapie,DEF,Arsenal,5.2,0.9,0.2,a,0,0,0,0,0,0,0,0.00,0.00,0.00,0.28,0,0,0,0,0,0,0,False,3,0,Brighton,0.0,0.0,0.0,0.0,0,0,0,2559,15648,Leeds (Away)
White,DEF,Arsenal,5.5,5.1,2.5,d,0,0,0,0,0,0,1,0.29,0.18,0.47,1.15,0,0,0,0,0,0,0,False,3,0,Brighton,0.0,0.0,0.0,0.0,0,0,0,21167,239394,Leeds (Away)
Mosquera,DEF,Arsenal,5.3,1.7,1.5,a,0,0,0,0,0,0,0,0.01,0.00,0.01,0.53,0,0,0,0,0,0,0,False,3,0,Brighton,0.0,0.0,0.0,0.0,0,0,0,476,81877,Leeds (Away)
Saka,MID,Arsenal,9.5,13.5,5.8,a,80,0,0,0,3,3,0,0.98,3.22,4.20,3.58,0,0,0,0,0,0,1,False,3,0,Brighton,15.8,46.8,36.0,9.9,14,0,2,221246,64929,Leeds (Away)
Rice,MID,Arsenal,7.4,11.9,4.2,d,90,0,0,0,3,0,2,0.69,0.12,0.81,3.50,0,0,0,0,1,0,1,False,3,0,Brighton,10.6,18.1,1.0,3.0,13,0,1,28685,83505,Leeds (Away)
Eze,MID,Arsenal,6.3,1.0,0.8,a,17,0,0,0,0,0,0,0.09,0.04,0.13,1.33,0,0,0,0,0,0,0,False,3,0,Brighton,1.2,2.1,4.0,0.7,5,0,1,3026,18041,Leeds (Away)
