Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture,GW
Benitez,GKP,Crystal Palace,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Muñoz,DEF,Crystal Palace,5.5,9.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Richards,DEF,Crystal Palace,5.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Canvot,DEF,Crystal Palace,5.0,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Mitchell,DEF,Crystal Palace,4.5,6.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Sosa,DEF,Crystal Palace,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Chadi Riad,DEF,Crystal Palace,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Mingueza,DEF,Crystal Palace,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Sarr,MID,Crystal Palace,6.5,4.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Wharton,MID,Crystal Palace,5.5,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Yeremy,MID,Crystal Palace,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Hughes,MID,Crystal Palace,4.5,12.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Lerma,MID,Crystal Palace,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Kamada,MID,Crystal Palace,5.0,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Devenny,MID,Crystal Palace,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Esse,MID,Crystal Palace,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
M.França,MID,Crystal Palace,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Doucouré,MID,Crystal Palace,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
J.Rak-Sakyi,MID,Crystal Palace,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Cardines,DEF,Crystal Palace,4.5,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Drakes-Thomas,MID,Crystal Palace,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Strand Larsen,FWD,Crystal Palace,6.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Mateta,FWD,Crystal Palace,6.5,5.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Nketiah,FWD,Crystal Palace,5.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Uche,FWD,Crystal Palace,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
McNeil,MID,Crystal Palace,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Matthews,GKP,Crystal Palace,4.0,1.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Tomiyasu,DEF,Crystal Palace,4.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Khalaili,DEF,Crystal Palace,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Gozo,MID,Crystal Palace,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Nørgaard,MID,Everton,5.0,0.1,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Johnson,MID,Everton,6.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Pickford,GKP,Everton,5.5,7.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Travers,GKP,Everton,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
King,GKP,Everton,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Tarkowski,DEF,Everton,6.0,8.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Branthwaite,DEF,Everton,5.5,1.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Keane,DEF,Everton,5.0,1.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
O'Brien,DEF,Everton,5.0,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Mykolenko,DEF,Everton,4.5,1.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Patterson,DEF,Everton,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Aznou,DEF,Everton,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Dewsbury-Hall,MID,Everton,6.5,3.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Ndiaye,MID,Everton,6.0,15.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Garner,MID,Everton,6.0,0.1,0.0,d,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Iroegbunam,MID,Everton,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
George,MID,Everton,5.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Alcaraz,MID,Everton,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Armstrong,MID,Everton,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Dibling,MID,Everton,5.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Röhl,MID,Everton,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Hackney,MID,Everton,5.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Beto,FWD,Everton,5.5,2.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Barry,FWD,Everton,5.5,1.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace (Away),1
Leno,GKP,Fulham,4.5,3.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Lecomte,GKP,Fulham,4.0,1.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
McNally,GKP,Fulham,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Andersen,DEF,Fulham,5.0,0.0,0.0,s,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Robinson,DEF,Fulham,4.5,1.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
J.Cuenca,DEF,Fulham,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Tete,DEF,Fulham,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Bassey,DEF,Fulham,4.5,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Castagne,DEF,Fulham,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Iwobi,MID,Fulham,5.5,1.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Smith Rowe,MID,Fulham,5.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Kevin,MID,Fulham,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Bobb,MID,Fulham,5.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Berge,MID,Fulham,5.0,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Cairney,MID,Fulham,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
King,MID,Fulham,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Sessegnon,DEF,Fulham,4.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Reed,MID,Fulham,4.5,1.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Muniz,FWD,Fulham,5.5,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Kusi-Asare,FWD,Fulham,4.5,7.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Gonzalo,FWD,Fulham,6.0,2.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Palacios,MID,Fulham,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Charles,MID,Fulham,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,Chelsea (Away),1
Phillips,GKP,Hull City,4.0,1.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Butland,GKP,Hull City,4.5,0.1,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Cartwright,GKP,Hull City,4.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Lo-Tutala,GKP,Hull City,4.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Egan,DEF,Hull City,4.0,1.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Hughes,DEF,Hull City,4.0,0.1,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Ajayi,DEF,Hull City,4.0,1.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Coyle,DEF,Hull City,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Drameh,DEF,Hull City,4.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Giles,DEF,Hull City,4.0,0.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Jacob,DEF,Hull City,4.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
McCarthy,DEF,Hull City,4.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
McNair,DEF,Hull City,4.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Belloumi,MID,Hull City,5.0,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Millar,MID,Hull City,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Dowell,MID,Hull City,4.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Crooks,MID,Hull City,4.5,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Slater,MID,Hull City,4.5,3.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Matazo,MID,Hull City,4.5,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Ömür,MID,Hull City,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Kamara,MID,Hull City,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Zambrano,MID,Hull City,4.5,0.1,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
McBurnie,FWD,Hull City,5.5,1.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Akintola,MID,Hull City,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Gyabi,MID,Hull City,4.5,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Destan,FWD,Hull City,4.5,0.4,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Burstow,FWD,Hull City,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Gelhardt,MID,Hull City,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Targett,DEF,Hull City,4.0,2.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Morita,MID,Hull City,5.0,0.0,0.0,d,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Tzolakis,GKP,Hull City,4.5,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Hjertø-Dahl,MID,Hull City,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Stroud,MID,Hull City,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Herrington,DEF,Hull City,4.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Mendy,DEF,Hull City,4.0,1.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Gourna-Douath,MID,Hull City,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,Man Utd (Away),1
Diop,DEF,Ipswich Town,4.0,18.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Lukić,MID,Ipswich Town,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
