Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture,GW
Carvalho,MID,Brentford,5.0,0.0,0.0,d,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,Spurs (Away),1
Yarmoliuk,MID,Brentford,5.0,1.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,Spurs (Away),1
Dasilva,MID,Brentford,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,Spurs (Away),1
Anthony,MID,Brentford,6.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,Spurs (Away),1
Thiago,FWD,Brentford,8.0,17.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,Spurs (Away),1
Furo,FWD,Brentford,4.5,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,Spurs (Away),1
Wilson,FWD,Brentford,5.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,Spurs (Away),1
M.Sangaré,MID,Brentford,5.5,3.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,Spurs (Away),1
Verbruggen,GKP,Brighton,4.5,22.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Steele,GKP,Brighton,4.0,4.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
F.Kadıoğlu,DEF,Brighton,4.5,3.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Boscagli,DEF,Brighton,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
De Cuyper,DEF,Brighton,4.5,1.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Dunk,DEF,Brighton,4.5,1.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Coppola,DEF,Brighton,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Igor,DEF,Brighton,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Costinha,DEF,Brighton,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Svoboda,DEF,Brighton,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Mitoma,MID,Brighton,6.0,0.1,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Minteh,MID,Brighton,6.0,0.1,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Hinshelwood,MID,Brighton,6.0,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Groß,MID,Brighton,5.5,14.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Georginio,FWD,Brighton,5.5,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
O'Riley,MID,Brighton,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Gomez,MID,Brighton,5.0,4.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Buonanotte,MID,Brighton,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Ayari,MID,Brighton,5.5,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Wieffer,DEF,Brighton,5.0,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Baleba,MID,Brighton,5.0,0.2,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Howell,MID,Brighton,4.5,0.1,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Watson,MID,Brighton,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Oriola,MID,Brighton,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Yohanna,MID,Brighton,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Tzimas,FWD,Brighton,5.5,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Kostoulas,FWD,Brighton,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Ferguson,FWD,Brighton,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Struijk,DEF,Brighton,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Vuskovic,DEF,Brighton,5.0,2.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
David,FWD,Brighton,6.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Osman,MID,Brighton,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,Aston Villa (Away),1
Rogers,MID,Chelsea,7.5,24.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Henderson,MID,Chelsea,5.0,0.0,0.0,d,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Welbeck,FWD,Chelsea,6.0,1.2,0.0,d,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Sánchez,GKP,Chelsea,5.0,2.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Jörgensen,GKP,Chelsea,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
James,DEF,Chelsea,5.5,10.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Chalobah,DEF,Chelsea,5.5,0.2,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Gusto,DEF,Chelsea,5.0,1.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Fofana,DEF,Chelsea,5.0,0.0,0.0,s,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
B.Badiashile,DEF,Chelsea,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Tosin,DEF,Chelsea,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Hato,DEF,Chelsea,4.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Colwill,DEF,Chelsea,5.0,1.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
M.Sarr,DEF,Chelsea,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Acheampong,DEF,Chelsea,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Palestra,DEF,Chelsea,5.5,3.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Disasi,DEF,Chelsea,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Palmer,MID,Chelsea,9.5,10.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Enzo,MID,Chelsea,7.0,5.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Neto,MID,Chelsea,6.5,1.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Estêvão,MID,Chelsea,6.5,1.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Gittens,MID,Chelsea,6.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Caicedo,MID,Chelsea,5.5,3.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Lavia,MID,Chelsea,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
D.Essugo,MID,Chelsea,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Quenda,MID,Chelsea,5.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
João Pedro,FWD,Chelsea,7.5,64.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
N.Jackson,FWD,Chelsea,6.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Delap,FWD,Chelsea,5.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Marc Guiu,FWD,Chelsea,5.0,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Mheuka,FWD,Chelsea,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Emegha,FWD,Chelsea,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Lacroix,DEF,Chelsea,6.0,9.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Penders,GKP,Chelsea,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Anselmino,DEF,Chelsea,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Barco,MID,Chelsea,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Mudryk,MID,Chelsea,5.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Chavarria,DEF,Chelsea,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,Fulham (Home),1
Onyeka,MID,Coventry City,5.0,0.2,2.0,a,90,0,0,0,3,0,0,0.01,0.0,0.01,1.88,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,8,0,2,0,0,Arsenal (Home),1
Rushworth,GKP,Coventry City,4.5,1.1,1.0,a,90,0,0,2,3,0,0,0.01,0.0,0.01,1.88,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,1,0,0,Arsenal (Home),1
Dovin,GKP,Coventry City,4.0,1.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Wilson,GKP,Coventry City,4.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Thomas,DEF,Coventry City,4.0,8.1,3.0,a,90,0,0,0,3,0,0,0.01,0.02,0.03,1.88,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,11,0,3,0,0,Arsenal (Home),1
Kitching,DEF,Coventry City,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
van Ewijk,DEF,Coventry City,4.0,14.0,1.0,a,90,0,0,0,3,0,0,0.01,0.0,0.01,1.88,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,-8,0,1,0,0,Arsenal (Home),1
Dasilva,DEF,Coventry City,4.0,0.8,1.0,a,90,0,0,0,3,0,0,0.02,0.0,0.02,1.88,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,-4,0,1,0,0,Arsenal (Home),1
Kesler-Hayden,DEF,Coventry City,4.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Bidwell,DEF,Coventry City,4.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Latibeaudiere,DEF,Coventry City,4.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Woolfenden,DEF,Coventry City,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Brau,DEF,Coventry City,4.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Amenda,DEF,Coventry City,4.0,0.9,1.0,a,90,0,0,0,3,0,0,0.01,0.0,0.01,1.88,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,1,0,1,0,0,Arsenal (Home),1
Rudoni,MID,Coventry City,5.0,0.1,1.0,a,20,0,0,0,0,0,0,0.0,0.15,0.15,0.29,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,3,0,1,0,0,Arsenal (Home),1
Grimes,MID,Coventry City,5.0,0.2,2.0,a,90,0,0,0,3,0,0,0.01,0.0,0.01,1.88,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,14,0,2,0,0,Arsenal (Home),1
Sakamoto,MID,Coventry City,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Mason-Clark,MID,Coventry City,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Eccles,MID,Coventry City,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Torp,MID,Coventry City,5.5,0.2,1.0,a,28,0,0,0,0,0,0,0.11,0.0,0.11,0.32,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,8,0,1,0,0,Arsenal (Home),1
Shepherd,MID,Coventry City,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Tchaouna,MID,Coventry City,5.5,0.1,2.0,a,81,0,0,0,3,0,0,0.02,0.04,0.06,1.76,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,11,0,2,0,0,Arsenal (Home),1
Borges Rodrigues,MID,Coventry City,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Andrews,MID,Coventry City,4.5,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Wright,FWD,Coventry City,5.5,0.2,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Thomas-Asante,FWD,Coventry City,5.0,0.8,2.0,a,69,0,0,0,3,0,0,0.02,0.0,0.02,1.6,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,9,0,2,0,0,Arsenal (Home),1
Simms,FWD,Coventry City,5.0,0.9,2.0,a,69,0,0,0,3,0,0,0.01,0.0,0.01,1.6,0,0,0,0,0,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,7,0,2,0,0,Arsenal (Home),1
Markelo,FWD,Coventry City,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Bassette,FWD,Coventry City,4.5,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Awoniyi,FWD,Coventry City,5.5,0.9,1.0,a,20,0,0,0,0,0,0,0.0,0.0,0.0,0.29,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,4,0,1,0,0,Arsenal (Home),1
Yirenkyi,MID,Coventry City,5.0,0.3,1.0,a,61,0,0,0,3,0,0,0.0,0.0,0.0,1.56,0,0,0,0,1,0,1,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,2,0,1,0,0,Arsenal (Home),1
Hamer,MID,Coventry City,5.5,0.1,1.0,a,8,0,0,0,0,0,0,0.0,0.0,0.0,0.13,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,3,0,1,0,0,Arsenal (Home),1
Cherif,FWD,Coventry City,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,3.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal (Home),1
Guessand,MID,Crystal Palace,5.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
Henderson,GKP,Crystal Palace,5.0,1.9,0.0,d,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,Everton (Home),1
