Web name,Position,Team,Cost,Selected,Form,Home_Goals,Away_Goals,Season_Goals,Home_Assists,Away_Assists,Season_Assists,Total_Saves,Total_CS,Total_Points,Total_team_Goals,Total_team_HGoals,Total_team_AGoals,Total_team_GC,Total_team_HGC,Total_team_AGC,Min/xGI,Min/xGC,BPS/90,Bonus/90,Saves/90,Total_Minutes,Total_BPS,Total_Bonus,Season_xGI,Season_xGC,Recent_Points,Recent_xGI,Recent_xGC,Recent_Minutes,Recent_Starts,Points_per_Million,xGI_per90,Base_Form_Value,xGI_norm,Team_Attack_Norm,Team_Defence_Norm,Tuned_Score
Trafford,GKP,Leeds,5.0,4.2,9.0,0,0,0,0,0,0,20,2,28,7.0,5.0,2.0,3.0,2.0,1.0,,681.8181818181818,23.4,1.0,4.0,450,117,5,0.0,0.66,5.6,0.0,3.874,90.0,5,5.6,0.0,1.392,0.0,0.43684185537511183,0.6090553513984199,1.6965276756992098
Emersonn,FWD,Ipswich Town,5.5,1.7,9.0,1,1,2,0,1,1,0,0,26,7.0,2.0,5.0,11.0,3.0,8.0,360.22727272727275,503.1746031746032,31.23028391167193,1.7034700315457414,0.0,317,110,6,0.88,0.63,5.2,1.236,2.112,63.4,5,4.7272727272727275,0.2498422712933754,1.221818181818182,0.6989634970707527,0.41646817024713634,0.12922290229168842,1.6821156150865182
Stach,MID,Leeds,6.0,2.3,13.0,0,1,1,0,0,0,0,3,27,7.0,5.0,2.0,3.0,2.0,1.0,2980.0,677.2727272727273,17.315436241610737,0.6040268456375839,0.0,447,86,3,0.15,0.66,5.4,0.692,3.758,89.4,5,4.5,0.030201342281879193,1.406666666666667,0.08449185043144775,0.43684185537511183,0.6090553513984199,1.5975826487421074
Groß,MID,Brighton,5.5,13.0,2.0,1,2,3,1,3,4,0,3,47,16.0,8.0,8.0,5.0,1.0,4.0,1666.6666666666663,1551.7241379310346,33.2,1.8,0.0,450,166,9,0.27,0.29,9.4,1.372,4.986,90.0,5,8.545454545454545,0.054000000000000006,1.170909090909091,0.1510714285714286,0.9356096781623896,0.37009039925618803,1.56635462112307
João Pedro,FWD,Chelsea,7.6,67.8,11.0,2,1,3,2,1,3,0,0,33,10.0,6.0,4.0,12.0,5.0,7.0,521.7391304347826,270.6766917293233,35.25,1.75,0.0,360,141,7,0.69,1.33,6.6,1.8799999999999997,4.24,72.0,4,4.342105263157895,0.1725,1.0999999999999999,0.4825892857142857,0.6446065733566397,0.18319546396493122,1.5427774792462523
Gakpo,MID,Liverpool,7.0,6.1,12.0,0,1,1,1,2,3,0,2,32,7.0,2.0,5.0,4.0,2.0,2.0,822.2222222222222,234.1772151898734,27.486486486486488,1.2162162162162162,0.0,370,113,5,0.45,1.58,6.4,1.424,4.036,74.0,4,4.571428571428571,0.10945945945945948,1.2342857142857144,0.3062258687258688,0.4849300192834485,0.5344844352354683,1.5418128619615623
Guéhi,DEF,Man City,6.0,19.4,10.0,1,0,1,1,0,1,0,2,30,18.0,12.0,6.0,9.0,7.0,2.0,371.900826446281,692.3076923076923,22.8,0.8,0.0,450,114,4,1.21,0.65,6.0,1.268,3.114,90.0,5,5.0,0.242,1.2666666666666666,0.6770238095238096,1.0,0.5320631246074443,1.5326982289703888
Tavernier,MID,Bournemouth,6.0,2.4,10.0,1,2,3,0,0,0,0,0,31,6.0,3.0,3.0,8.0,4.0,4.0,883.3333333333334,188.44444444444449,32.47641509433962,1.69811320754717,0.0,424,153,8,0.48,2.25,6.2,1.6460000000000001,4.554,84.8,5,5.166666666666667,0.10188679245283018,1.2866666666666666,0.28504043126684636,0.2916784387419358,0.16632684442838203,1.5170223142964252
Cherki,MID,Man City,7.5,10.5,8.0,1,2,3,2,0,2,0,1,34,18.0,12.0,6.0,9.0,7.0,2.0,604.0,3020.0,44.70198675496689,1.490066225165563,0.0,302,150,5,0.5,0.1,6.8,1.614,1.86,60.4,4,4.533333333333333,0.14900662251655628,0.9706666666666667,0.4168637653736991,1.0,0.5320631246074443,1.5082553610848315
Raya,GKP,Arsenal,6.0,38.3,6.0,0,0,0,0,0,0,9,3,30,8.0,5.0,3.0,4.0,1.0,3.0,,2250.0,20.8,0.6,1.8,450,104,3,0.0,0.2,6.0,0.006,1.6800000000000002,90.0,5,5.0,0.0,1.0,0.0,0.5224600517405283,1.0,1.5
Tarkowski,DEF,Everton,6.0,8.7,6.0,0,1,1,1,0,1,0,3,43,10.0,5.0,5.0,4.0,2.0,2.0,9000.0,229.59183673469389,27.6,1.4,0.0,450,138,7,0.05,1.96,8.6,0.164,4.6659999999999995,90.0,5,7.166666666666667,0.01,1.26,0.02797619047619048,0.44137737492703416,0.42589547633360764,1.472947738166804
Ødegaard,MID,Arsenal,6.6,11.5,11.0,2,0,2,0,0,0,0,3,29,8.0,5.0,3.0,4.0,1.0,3.0,1216.1290322580646,6283.333333333334,32.705570291777185,1.4323607427055702,0.0,377,137,6,0.31,0.06,5.8,1.508,1.3599999999999999,75.4,5,4.3939393939393945,0.07400530503978779,1.193939393939394,0.20703865100416824,0.5224600517405283,1.0,1.4699678050004548
Mykolenko,DEF,Everton,4.5,1.6,6.0,0,0,0,0,0,0,0,3,27,10.0,5.0,5.0,4.0,2.0,2.0,9000.0,229.59183673469389,21.8,0.6,0.0,450,109,3,0.05,1.96,5.4,0.10400000000000001,4.6659999999999995,90.0,5,6.0,0.01,1.2533333333333334,0.02797619047619048,0.44137737492703416,0.42589547633360764,1.4662810715001373
