Web name,Team,Position,Cost,Total_Points,Points_per_Million,xGI_per90,Base_Form_Value,Tuned_Score
Tzolakis,Hull City,GKP,4.5,10,2.2222222222222223,0.0,2.2222222222222223,2.6330434924385897
Kelleher,Brentford,GKP,5.0,7,1.4,0.01,1.4,1.8584631789733475
Pickford,Everton,GKP,5.5,7,1.2727272727272727,0.02,1.2727272727272727,1.654220122261883
Raya,Arsenal,GKP,6.0,6,1.0,0.0,1.0,1.4819693239418077
